Id,SalePrice
808,124408.75686844555
814,150038.115648948
818,277906.02103114227
821,272822.24794106756
822,304780.4469895781
825,270113.738503098
827,226086.9962979225
830,197309.33180356928
834,236769.91996058563
835,213847.40840647655
842,137123.3182143068
845,202234.96513801342
852,214547.5156169501
857,142810.05922535603
858,140096.6485292801
859,128693.18392345232
860,126275.71314631114
861,117557.79982089307
864,238698.70664244454
868,185635.51547355382
869,198832.96633701067
872,271226.30638046726
873,219402.12539057664
885,105033.18478737821
890,108012.27014881262
895,93607.4138989049
899,79936.1408156207
906,119049.59390656602
918,164391.70179435998
923,161508.16618813644
925,126514.73428916729
927,149642.1836663043
932,215676.53964829026
933,108722.72926950912
934,131784.73378843197
942,91162.75074524153
947,240153.43108627497
948,264930.1985856022
951,141202.30088859214
957,284264.32525432727
958,308325.1753877791
959,218808.5436743804
963,178998.4580232336
967,202737.99768274845
968,309024.5003670731
971,152482.81849058025
972,160643.25340968816
976,78198.78027509243
978,63583.45427825043
979,89274.08093762811
984,106288.87426803033
986,147882.782669045
991,223756.44329636343
996,208253.1094363813
1001,251108.58283611888
1007,192688.75847258914
1008,176243.24884442738
1009,223268.16956316138
1014,150953.86953492239
1022,216238.56519805835
1024,171456.49887528832
1027,131131.99610456737
1030,157710.8690191488
1032,143822.8997213749
1035,151215.16935464475
1042,107497.61423698688
1047,127322.28708957866
1050,99212.86826374763
1055,302711.5467049458
1059,390890.2514205212
1061,359407.8044992405
1064,439871.57030963793
1077,227550.88410886985
1081,225368.3177532276
1092,242180.67998238353
1093,189683.77616064358
1095,198184.91188549896
1099,275753.4887942963
1101,291427.3634898014
1103,302922.4809458384
1109,268420.53911831346
1112,219993.13937548513
1113,233413.69071261626
1114,238996.4745486182
1116,241869.015104577
1117,225596.41435220226
1119,279684.44661820045
1121,223620.35321602854
1122,208925.3293392703
1125,259450.51133726432
1137,161236.08104133606
1142,202185.05368369794
1144,188173.22224633736
1145,190946.28426962713
1147,173885.23948430695
1148,172790.98036554497
1149,142858.66944020626
1150,115812.82574089424
1153,89714.76063433342
1154,94523.62812888919
1159,340796.203730123
1161,156332.02806063404
1167,165753.54138225628
1171,248691.31760234438
1174,178342.48173330433
1188,182871.18833277177
1189,170669.44645312286
1191,130682.67206175202
1195,140254.83203643764
1199,164329.67720112074
1201,212891.8668370974
1204,189633.09447746843
1211,148690.37156967274
1214,200937.75241033096
1219,138194.8462331842
1220,64410.288520088594
1227,181833.52457233486
1229,230633.85055358394
1231,138368.23321952994
1234,208342.62659816828
1235,130124.8309717383
1239,166807.93770207465
1240,158570.06702864656
1241,179670.14103242854
1246,108057.80569569858
1249,161188.54366554075
1250,127925.47913145766
1252,136326.46225372405
1259,150079.82130540354
1267,133500.55987710773
1269,106688.93584601494
1270,138566.482312819
1272,121717.0524091326
1274,134078.05328759179
1276,118141.88604727609
1279,148809.1945972664
1281,175971.62119615325
1286,166845.6266891957
1287,121389.44639529177
1290,72814.22574238456
1291,131649.6923979959
1297,147697.17092261813
1302,147847.41732981036
1303,31561.578766175662
1312,92550.6801624723
1315,127177.88743433125
1322,46822.395403320115
1327,100075.92549562088
1331,133672.62901294656
1333,109978.49316834577
1334,107423.97672464405
1336,121703.48229064411
1341,111130.55880150497
1344,85627.76665887526
1347,134970.63887761143
1348,159578.37731983745
1353,166463.60053561212
1355,130565.26513414498
1356,114551.31821134777
1357,158928.47554719352
1361,132662.83834285094
1364,122825.08478018048
1368,103671.07861666371
1369,91787.0753398212
1371,128353.77989434113
1373,119488.84313827261
1374,117392.60951186909
1387,109611.20789725978
1388,98225.79609091455
1392,162381.63675934056
1394,123946.38186399237
1406,165448.9447821549
1407,220248.5500649556
1408,184709.1162832161
1409,163514.4670927601
1411,189489.50305368283
1412,102154.75973100471
1413,145662.34970216852
1414,118580.65952202253
1425,230043.02321834242
1430,204796.8470651991
1431,206625.02753809106
1435,222495.99887042146
1441,217476.15566438457
1444,218024.6442180297
1445,131035.38590592046
1446,132597.61507895112
1452,113273.8622445984
1453,112788.74677623257
1456,224771.0590803994
1457,219631.53935439533
1460,254421.56849485237
1463,244653.74660050403
1468,216151.89550993236
1471,216009.62959759892
1474,206447.64119435428
1475,194080.0778680353
1476,211941.21259013392
1478,192916.20006760815
1482,144785.63597938314
1483,158173.87201013963
1484,146791.7593261106
1485,160408.98109857136
1496,159291.93900263496
1497,144924.06529206084
1500,139402.01614991878
1506,115266.83463238187
1507,101214.5260901876
1509,114783.61566013363
1510,127390.51548941838
1513,106812.1199202161
1517,138969.96633528767
1518,178820.8828702237
1523,166791.08876368674
1524,156277.04680936484
1526,150010.86536337624
1529,191117.30523481968
1531,159512.87561107698
1535,126789.70224609654
1536,153789.37777370727
1538,319358.3154978332
1540,238363.86188368237
1543,119504.35398815376
1545,121656.87974871878
1546,124571.7665823888
1557,80432.89359471801
1558,86797.15148962074
1559,80112.72798004161
1563,275578.57207911485
1568,164158.6619974065
1571,254870.4704934186
1578,140122.61042916638
1579,218065.66988859398
1584,238758.35241737874
1586,293193.9145203845
1604,126383.27867152508
1606,143307.52187641646
1610,164973.25534590904
1611,121718.4875245255
1618,168851.21413127577
1623,189462.72886888293
1624,173573.42644183186
1628,168593.98014110286
1633,233260.91220872238
1645,157645.17248260608
1649,209970.55447041022
1652,137910.97163636098
1653,154418.35945293616
1656,142514.52607452052
1662,189405.6025892456
1668,104780.46952704119
1670,96249.2405774121
1672,104259.64690523295
1673,133599.2433063579
1674,154577.34180977914
1677,104759.06071920587
1678,114511.89302159837
1679,101419.61782480175
1685,361597.5719584453
1692,409864.43948790204
1693,332394.9598640048
1696,412173.45591090684
1709,330309.21321498626
1711,309263.3484001234
1717,219517.46107422834
1718,209650.60575065896
1721,238738.64637157373
1722,230673.332850897
1725,299474.60006156913
1726,238040.79239618283
1730,174451.8598518899
1731,176362.7494069675
1733,202679.13491183944
1737,199767.79176174046
1746,191602.89891153056
1747,194283.31742960165
1748,185907.96107800317
1749,208989.47546118038
1760,176231.3234143408
1761,453763.5852287808
1762,324951.87622005696
1768,512908.791261085
1769,255887.7087418668
1770,293590.6476752958
1776,200355.33931711758
1781,360483.30124785495
1785,306784.0467554153
1792,221027.5027878119
1798,247567.8302549332
1812,183817.11831450727
1814,193111.4998705868
1817,132838.66709956952
1818,162553.5063071508
1822,124870.51666723138
1823,119668.86017669186
1829,260209.06780314026
1838,191587.5810841476
1845,178566.55775449966
1851,197265.57368384156
1855,307497.46008727065
1856,187039.18268450958
1858,200342.16763282265
1865,221505.5010575343
1866,149339.03820627736
1867,168744.3154503325
1868,205948.83799541334
1876,131648.56519594297
1878,135977.92116638407
1879,133920.53609041648
1882,-71071.45802378928
1883,118768.2252962203
1887,88503.40249704357
1895,143195.84974222045
1898,149459.54048489995
1904,26312.00883946728
1908,146016.41773851425
1917,134427.02831431292
1918,131400.96619343897
1920,126020.94463562973
1922,126973.19796584274
1923,143099.35186704964
1931,148318.29064107212
1935,127338.94405839145
1936,124215.40775061063
1939,120371.28560174824
1943,113148.16626006788
1944,116696.44896082068
1946,223512.80419594675
1952,93216.90478361954
1954,105212.32945358362
1958,122364.91867420252
1964,153864.5823931009
1966,145951.63957533828
1969,112449.9495923882
1977,108638.51839814952
1980,85384.79459041145
1984,117034.61076067782
1985,81018.5635815215
1988,103320.4403918562
1989,109615.14511425592
1991,137599.77635840565
1992,131077.47922357148
1997,128281.28058946811
1999,182757.54145823544
2003,102963.12686543795
2005,106473.79436643432
2010,118458.58905646623
2012,131828.81751647897
2016,128590.05115089731
2017,120493.07945257824
2022,172225.09754075547
2023,158632.7697929917
2035,137958.14706597663
2036,209354.04193475604
2040,115411.55938109409
2042,126552.80047045302
2043,77990.85409437618
2055,129799.96448652803
2056,102708.38096961199
2059,103020.64000902204
2064,115140.87481558576
2066,182051.36746969193
2070,144417.57864770002
2071,98328.06049470822
2078,227434.63102898744
2080,152026.17817112504
2085,110771.2531834091
2089,134810.52204724355
2090,165613.27175154112
2092,225966.05550895794
2094,235895.22809648525
2095,220023.67198254686
2098,339430.47945257794
2099,248033.84198971503
2103,246994.4871586946
2120,143901.82421943865
2122,165392.24225163995
2123,168432.46823083924
2134,188341.71665651893
2135,113248.65345211048
2136,130316.7195149578
2143,170384.17616922935
2145,270368.3793815775
2146,234855.93328369292
2148,193908.51285421994
2155,265352.7808096811
2156,248577.1217217024
2157,140583.72610440804
2159,202549.2778005063
2161,185931.0034561878
2164,191394.8321931459
2165,182451.88016242383
2169,130865.23552917008
2171,113558.99812566725
2180,155440.88538153112
2184,131762.25050273494
2185,77476.71088608651
2188,65321.60701315134
2191,100972.34313078418
2192,84060.53101513034
2196,152756.25787183127
2198,92121.30446999626
2204,169184.7441309059
2210,182282.1805625349
2213,157209.5055835428
2215,292692.8909631777
2219,261764.6515119792
2221,245276.64723225415
2224,200848.04425893057
2228,163741.41132324885
2232,120168.7124721603
2239,120435.75783661683
2246,288502.145716471
2247,273092.6968377758
2249,160078.816786942
2251,188577.52978546053
2254,143745.8441527388
2256,203652.07641475517
2259,244497.71937828936
2263,259356.6055163452
2266,205248.12059007806
2271,187741.16970200825
2274,223177.78419065094
2275,288971.30010570644
2280,139930.46805242298
2281,151591.87821089645
2291,70247.87768067422
2292,145645.49490247678
2295,197303.04508682273
2297,100132.18818744773
2299,142022.54930229555
2302,127341.64699800735
2303,117847.02999677885
2304,108424.93350871808
2308,190421.4270244268
2312,214094.00718555693
2314,166575.6557409893
2315,173840.12622833476
2316,193361.47134832366
2320,234983.53433226535
2321,292903.78193929594
2322,202665.02495471865
2325,165197.62472389164
2336,376107.57203665085
2340,301925.0250657284
2341,324285.4513766514
2342,380929.89990483265
2345,226124.129050929
2346,182105.8732930552
2347,154439.62149775395
2354,249626.83590821415
2357,187360.41135651973
2359,148120.83182793335
2360,129461.15130570618
2361,93080.35502242301
2362,79733.85375223812
2366,110015.5086156672
2367,94114.37175532646
2370,109670.72803377807
2373,91616.54772957505
2376,110865.42758985881
2378,126582.3174384992
2382,269971.08175843937
2387,320602.9308877171
2392,358543.02139350213
2395,346294.9312458828
2396,351543.50200251245
2397,314426.8453850733
2399,356782.3835757785
2401,402076.33032051846
2402,298595.14536624047
2407,218295.73881318848
2411,183721.2036625884
2414,214109.96493689116
2418,265484.3691166901
2419,187886.5451615006
2424,167536.26582809864
2427,182430.22052104256
2430,219417.18617248838
2439,199417.86041498653
2441,242317.67902094044
2442,226280.41495653283
2446,448128.06418828433
2447,368537.97377192846
2452,318686.6598322523
2457,322840.7339731332
2458,280894.5490093458
2462,336325.52858061786
2465,201127.60781863166
2467,202489.31309613178
2473,139569.83577391016
2478,176741.39011848753
2479,167482.44990454242
2482,142027.12389036937
2485,123507.06125781861
2488,139332.81410087802
2494,119130.25089881947
2500,264533.87672871177
2509,148293.78045112375
2512,184932.88485633855
2514,144751.32053111115
2515,199238.60074567757
2516,220441.96383039947
2518,179062.05529584663
2519,202363.63111467694
2520,182066.41163463873
2527,169757.96249317043
2532,112872.1817602976
2538,121358.92243960011
2539,136598.32092757832
2543,110085.86102819699
2551,140889.43956846138
2554,133205.68140524105
2555,103939.02861467512
2557,88517.82950659105
2561,124304.25483737409
2563,152010.2265077661
2564,135577.46522711977
2570,104634.2253233552
2571,258963.2702302007
2576,146024.17107315338
2582,148691.52070696524
2584,150559.8229343695
2587,108511.66980018152
2589,110175.36019200677
2591,226339.96883821182
2597,110172.05090085733
2602,152430.90972536727
2605,141888.68783555442
2610,178424.06661014076
2611,135322.75064610678
2614,129162.41342286306
2616,195642.96341103123
2617,185245.10494974846
2620,119785.20229114029
2623,111176.97800589485
2631,157920.672385613
2638,143984.53997244604
2639,125552.26289254917
2645,118718.0652840905
2647,77704.80114395812
2648,124703.20806331687
2650,106455.40079475191
2652,112851.38162460044
2656,112298.12423767375
2658,148121.4363451939
2661,174274.69935853238
2665,166744.17136698426
2673,151036.69007664247
2678,87631.97816865411
2679,94205.75348408005
2680,70830.57710399065
2685,96927.93586960071
2695,116785.27649272644
2698,106865.82419200754
2700,168380.37379697475
2706,132097.09116200072
2708,144507.97938169178
2709,148663.30190246415
2711,118801.30093248602
2718,153218.84000571223
2719,158527.38744627955
2721,162557.9970430369
2725,160415.83930746067
2726,213085.79527245316
2732,206186.11298459233
2733,128673.22618010394
2739,165581.13557058654
2747,180757.30573786813
2751,218746.14761748892
2754,199331.20276670414
2755,232026.8651505448
2756,208086.59699798276
2758,236185.55726822658
2763,199552.01757956232
2764,226658.60819379322
2765,181698.77262830694
2766,172418.679250592
2768,164412.93092066876
2781,214943.81435000873
2784,168494.0705378811
2785,128227.13276451048
2786,117238.25835990862
2796,229656.91145684663
2797,264499.1047174921
2801,232543.1715958492
2805,259231.99874281656
2806,197611.96227706448
2812,187527.26851616736
2817,101703.9552999104
2822,138832.49559072882
2825,225027.73515145987
2828,152152.36546835964
2831,139097.53187242034
2843,142917.53472875696
2845,90352.28519019778
2847,153722.8845457342
2855,161482.59301876862
2856,136775.52542159383
2859,140819.29436214291
2865,199400.0181609525
2867,171602.05455193308
2869,202665.1040140408
2870,228362.29874927847
2874,137817.22374474508
2876,71471.3459263469
2889,154987.41602773467
2892,287294.2473363811
2895,231310.4970863001
2898,224354.06949350497
2901,289170.9880807058
2902,313972.2127043995
2908,125754.80524155172
2909,107475.99307394415
2916,154709.29429756367
2917,91200.42164224393
2919,64375.899858574005
2921,77073.67850150693
2922,180309.4124673957
2925,170644.402438945
2928,101244.76740587842
